coid,mdate,tcri,scr,xcdt
2305,2020-12-01 00:00:00+00:00,8,335,
2305,2021-12-01 00:00:00+00:00,8,295,
2305,2022-12-01 00:00:00+00:00,8,256,
2305,2023-12-01 00:00:00+00:00,8,308,
2305,2024-12-01 00:00:00+00:00,8,415,
2312,2014-12-01 00:00:00+00:00,5,602,
2312,2015-12-01 00:00:00+00:00,5,607,
2312,2016-12-01 00:00:00+00:00,5,592,
2312,2017-12-01 00:00:00+00:00,5,504,
2312,2018-12-01 00:00:00+00:00,5,463,
2312,2019-12-01 00:00:00+00:00,5,426,
2312,2020-12-01 00:00:00+00:00,6,342,
2312,2021-12-01 00:00:00+00:00,6,382,
2312,2022-12-01 00:00:00+00:00,6,384,
2312,2023-12-01 00:00:00+00:00,6,515,
2312,2024-12-01 00:00:00+00:00,6,618,
2314,2014-12-01 00:00:00+00:00,8,256,
2314,2015-12-01 00:00:00+00:00,8,331,
2314,2016-12-01 00:00:00+00:00,7,523,
2314,2017-12-01 00:00:00+00:00,6,491,
2314,2018-12-01 00:00:00+00:00,6,442,
2314,2019-12-01 00:00:00+00:00,6,440,
2314,2020-12-01 00:00:00+00:00,6,363,
2314,2021-12-01 00:00:00+00:00,7,80,
2314,2022-12-01 00:00:00+00:00,7,52,
2314,2023-12-01 00:00:00+00:00,8,-21,
2314,2024-12-01 00:00:00+00:00,9,-387,
2316,2014-12-01 00:00:00+00:00,5,564,
2316,2015-12-01 00:00:00+00:00,5,475,
2316,2016-12-01 00:00:00+00:00,5,463,
2316,2017-12-01 00:00:00+00:00,5,468,
2316,2018-12-01 00:00:00+00:00,5,494,
2316,2019-12-01 00:00:00+00:00,5,519,
2316,2020-12-01 00:00:00+00:00,5,491,
2316,2021-12-01 00:00:00+00:00,5,450,
2316,2022-12-01 00:00:00+00:00,5,480,
2316,2023-12-01 00:00:00+00:00,5,360,
2316,2024-12-01 00:00:00+00:00,5,454,
2321,2014-12-01 00:00:00+00:00,8,124,
2321,2015-12-01 00:00:00+00:00,9,-226,
2321,2016-12-01 00:00:00+00:00,9,136,
2321,2017-12-01 00:00:00+00:00,9,88,
2321,2018-12-01 00:00:00+00:00,9,190,
2321,2019-12-01 00:00:00+00:00,9,78,
2321,2020-12-01 00:00:00+00:00,9,96,
2321,2021-12-01 00:00:00+00:00,9,72,
2321,2022-12-01 00:00:00+00:00,9,122,
2321,2023-12-01 00:00:00+00:00,9,228,
2321,2024-12-01 00:00:00+00:00,9,231,
2323,2014-12-01 00:00:00+00:00,7,549,
2323,2015-12-01 00:00:00+00:00,7,439,
2323,2016-12-01 00:00:00+00:00,7,424,
2323,2017-12-01 00:00:00+00:00,7,451,
2323,2018-12-01 00:00:00+00:00,7,496,
2323,2019-12-01 00:00:00+00:00,7,447,
2323,2020-12-01 00:00:00+00:00,7,481,
2323,2021-12-01 00:00:00+00:00,7,432,
2323,2022-12-01 00:00:00+00:00,8,389,
2323,2023-12-01 00:00:00+00:00,8,455,
2329,2014-12-01 00:00:00+00:00,7,528,
2329,2015-12-01 00:00:00+00:00,6,631,
2329,2016-12-01 00:00:00+00:00,6,538,
2329,2017-12-01 00:00:00+00:00,6,262,
2329,2018-12-01 00:00:00+00:00,6,346,
2329,2019-12-01 00:00:00+00:00,6,582,
2329,2020-12-01 00:00:00+00:00,6,466,
2329,2021-12-01 00:00:00+00:00,6,757,
2329,2022-12-01 00:00:00+00:00,6,735,
2329,2023-12-01 00:00:00+00:00,6,782,
2329,2024-12-01 00:00:00+00:00,5,688,
2332,2016-12-01 00:00:00+00:00,5,459,
2332,2017-12-01 00:00:00+00:00,6,488,
2332,2018-12-01 00:00:00+00:00,6,546,
2332,2019-12-01 00:00:00+00:00,6,487,
2332,2020-12-01 00:00:00+00:00,7,522,
2332,2021-12-01 00:00:00+00:00,8,543,
2332,2022-12-01 00:00:00+00:00,8,542,
2332,2023-12-01 00:00:00+00:00,7,546,
2332,2024-12-01 00:00:00+00:00,7,485,
2337,2014-12-01 00:00:00+00:00,6,325,
2337,2015-12-01 00:00:00+00:00,7,167,
2337,2016-12-01 00:00:00+00:00,7,461,
2337,2017-12-01 00:00:00+00:00,5,843,
2337,2018-12-01 00:00:00+00:00,5,860,
2337,2019-12-01 00:00:00+00:00,5,679,
2337,2024-12-01 00:00:00+00:00,5,357,
2338,2014-12-01 00:00:00+00:00,5,373,
2338,2015-12-01 00:00:00+00:00,6,362,
2338,2016-12-01 00:00:00+00:00,6,347,
2338,2017-12-01 00:00:00+00:00,6,332,
2338,2018-12-01 00:00:00+00:00,6,521,
2338,2019-12-01 00:00:00+00:00,6,410,
2338,2020-12-01 00:00:00+00:00,6,402,
2338,2021-12-01 00:00:00+00:00,7,323,
2338,2022-12-01 00:00:00+00:00,7,388,
2338,2023-12-01 00:00:00+00:00,8,165,
2340,2014-12-01 00:00:00+00:00,5,620,
2340,2015-12-01 00:00:00+00:00,5,572,
2340,2016-12-01 00:00:00+00:00,5,559,
2340,2017-12-01 00:00:00+00:00,5,622,
2340,2018-12-01 00:00:00+00:00,5,572,
2340,2019-12-01 00:00:00+00:00,5,589,
2340,2020-12-01 00:00:00+00:00,5,605,
2340,2024-12-01 00:00:00+00:00,5,250,
2342,2014-12-01 00:00:00+00:00,D,44,
2342,2015-12-01 00:00:00+00:00,D,13,
2342,2016-12-01 00:00:00+00:00,D,195,
2342,2017-12-01 00:00:00+00:00,D,394,
2342,2018-12-01 00:00:00+00:00,7,533,
2342,2019-12-01 00:00:00+00:00,7,385,
2342,2020-12-01 00:00:00+00:00,7,565,
2342,2021-12-01 00:00:00+00:00,7,583,
2342,2022-12-01 00:00:00+00:00,7,701,
2342,2023-12-01 00:00:00+00:00,7,379,
2344,2014-12-01 00:00:00+00:00,5,755,
2344,2015-12-01 00:00:00+00:00,5,754,
2344,2016-12-01 00:00:00+00:00,5,759,
2345,2014-12-01 00:00:00+00:00,5,667,
2348,2014-12-01 00:00:00+00:00,7,726,
2348,2015-12-01 00:00:00+00:00,7,501,
2348,2016-12-01 00:00:00+00:00,7,348,
2348,2017-12-01 00:00:00+00:00,7,627,
2348,2018-12-01 00:00:00+00:00,6,663,
2348,2019-12-01 00:00:00+00:00,6,547,
2348,2020-12-01 00:00:00+00:00,6,609,
2348,2021-12-01 00:00:00+00:00,6,557,
2348,2022-12-01 00:00:00+00:00,6,257,
2348,2023-12-01 00:00:00+00:00,6,466,
2349,2014-12-01 00:00:00+00:00,7,400,
2349,2015-12-01 00:00:00+00:00,7,329,
2349,2016-12-01 00:00:00+00:00,7,376,
2349,2017-12-01 00:00:00+00:00,7,348,
2349,2018-12-01 00:00:00+00:00,7,342,
2349,2019-12-01 00:00:00+00:00,8,341,
2349,2020-12-01 00:00:00+00:00,8,361,
2349,2021-12-01 00:00:00+00:00,8,415,
2349,2022-12-01 00:00:00+00:00,8,429,
2349,2023-12-01 00:00:00+00:00,8,427,
2351,2014-12-01 00:00:00+00:00,5,623,
2351,2015-12-01 00:00:00+00:00,5,590,
2351,2016-12-01 00:00:00+00:00,5,648,
2351,2017-12-01 00:00:00+00:00,5,609,
2351,2018-12-01 00:00:00+00:00,5,624,
2351,2019-12-01 00:00:00+00:00,5,574,
2351,2020-12-01 00:00:00+00:00,5,513,
2351,2021-12-01 00:00:00+00:00,5,585,
2351,2022-12-01 00:00:00+00:00,5,615,
2351,2023-12-01 00:00:00+00:00,5,576,
2352,2014-12-01 00:00:00+00:00,6,606,
2352,2015-12-01 00:00:00+00:00,6,566,
2352,2016-12-01 00:00:00+00:00,5,663,
2352,2017-12-01 00:00:00+00:00,5,668,
2352,2018-12-01 00:00:00+00:00,5,632,
2352,2019-12-01 00:00:00+00:00,5,634,
2352,2020-12-01 00:00:00+00:00,5,646,
2352,2021-12-01 00:00:00+00:00,5,623,
2352,2022-12-01 00:00:00+00:00,5,563,
2352,2023-12-01 00:00:00+00:00,5,583,
2355,2019-12-01 00:00:00+00:00,5,616,
2355,2020-12-01 00:00:00+00:00,5,540,
2355,2021-12-01 00:00:00+00:00,5,550,
2355,2022-12-01 00:00:00+00:00,5,571,
2355,2023-12-01 00:00:00+00:00,5,598,
2355,2024-12-01 00:00:00+00:00,5,630,
2356,2021-12-01 00:00:00+00:00,5,558,
2356,2022-12-01 00:00:00+00:00,5,618,
2356,2023-12-01 00:00:00+00:00,5,640,
2356,2024-12-01 00:00:00+00:00,5,604,
2359,2014-12-01 00:00:00+00:00,5,565,
2359,2015-12-01 00:00:00+00:00,5,530,
2359,2016-12-01 00:00:00+00:00,5,493,
2359,2017-12-01 00:00:00+00:00,5,454,
2359,2018-12-01 00:00:00+00:00,5,484,
2359,2019-12-01 00:00:00+00:00,5,422,
2359,2020-12-01 00:00:00+00:00,5,384,
2359,2021-12-01 00:00:00+00:00,5,351,
2359,2022-12-01 00:00:00+00:00,5,546,
2359,2023-12-01 00:00:00+00:00,5,417,
2359,2024-12-01 00:00:00+00:00,5,373,
2362,2014-12-01 00:00:00+00:00,6,499,
2362,2015-12-01 00:00:00+00:00,6,451,
2362,2016-12-01 00:00:00+00:00,6,341,
2362,2017-12-01 00:00:00+00:00,6,344,
2362,2018-12-01 00:00:00+00:00,6,406,
2362,2019-12-01 00:00:00+00:00,6,398,
2362,2020-12-01 00:00:00+00:00,6,511,
2362,2021-12-01 00:00:00+00:00,6,641,
2362,2022-12-01 00:00:00+00:00,6,587,
2362,2023-12-01 00:00:00+00:00,6,581,
2362,2024-12-01 00:00:00+00:00,6,657,
2363,2014-12-01 00:00:00+00:00,7,300,
2363,2015-12-01 00:00:00+00:00,7,309,
2363,2016-12-01 00:00:00+00:00,7,311,
2363,2017-12-01 00:00:00+00:00,7,275,
2363,2018-12-01 00:00:00+00:00,7,260,
2363,2019-12-01 00:00:00+00:00,7,291,
2363,2020-12-01 00:00:00+00:00,7,261,
2363,2021-12-01 00:00:00+00:00,7,256,
2363,2022-12-01 00:00:00+00:00,7,258,
2363,2023-12-01 00:00:00+00:00,7,285,
2363,2024-12-01 00:00:00+00:00,7,409,
2364,2014-12-01 00:00:00+00:00,9,83,
2364,2015-12-01 00:00:00+00:00,9,61,
2364,2016-12-01 00:00:00+00:00,9,-2,
2364,2017-12-01 00:00:00+00:00,9,-102,
2364,2018-12-01 00:00:00+00:00,9,41,
2364,2019-12-01 00:00:00+00:00,9,-227,
2364,2020-12-01 00:00:00+00:00,9,-10,
2364,2021-12-01 00:00:00+00:00,9,67,
2364,2022-12-01 00:00:00+00:00,9,235,
2364,2023-12-01 00:00:00+00:00,8,378,
2364,2024-12-01 00:00:00+00:00,7,531,
2365,2014-12-01 00:00:00+00:00,5,491,
2365,2015-12-01 00:00:00+00:00,5,482,
2365,2016-12-01 00:00:00+00:00,6,436,
2365,2017-12-01 00:00:00+00:00,6,434,
2365,2018-12-01 00:00:00+00:00,6,453,
2365,2019-12-01 00:00:00+00:00,6,414,
2365,2020-12-01 00:00:00+00:00,6,498,
2365,2021-12-01 00:00:00+00:00,6,387,
2365,2022-12-01 00:00:00+00:00,6,376,
2365,2023-12-01 00:00:00+00:00,6,364,
2365,2024-12-01 00:00:00+00:00,6,455,
2367,2014-12-01 00:00:00+00:00,5,558,
2367,2015-12-01 00:00:00+00:00,5,552,
2367,2016-12-01 00:00:00+00:00,5,368,
2367,2017-12-01 00:00:00+00:00,5,590,
2367,2018-12-01 00:00:00+00:00,5,582,
2367,2020-12-01 00:00:00+00:00,6,333,
2367,2021-12-01 00:00:00+00:00,7,351,
2367,2022-12-01 00:00:00+00:00,7,494,
2367,2023-12-01 00:00:00+00:00,7,375,
2367,2024-12-01 00:00:00+00:00,6,661,
2368,2014-12-01 00:00:00+00:00,6,500,
2368,2015-12-01 00:00:00+00:00,6,449,
2368,2016-12-01 00:00:00+00:00,6,451,
2368,2017-12-01 00:00:00+00:00,6,311,
2368,2018-12-01 00:00:00+00:00,6,484,
2368,2019-12-01 00:00:00+00:00,6,453,
2368,2020-12-01 00:00:00+00:00,5,780,
2369,2014-12-01 00:00:00+00:00,5,519,
2369,2015-12-01 00:00:00+00:00,5,473,
2369,2016-12-01 00:00:00+00:00,5,501,
2369,2017-12-01 00:00:00+00:00,5,491,
2369,2018-12-01 00:00:00+00:00,5,445,
2369,2019-12-01 00:00:00+00:00,6,400,
2369,2020-12-01 00:00:00+00:00,6,446,
2369,2021-12-01 00:00:00+00:00,6,690,
2369,2022-12-01 00:00:00+00:00,6,502,
2369,2023-12-01 00:00:00+00:00,6,445,
2369,2024-12-01 00:00:00+00:00,6,422,
2371,2014-12-01 00:00:00+00:00,7,386,
2371,2015-12-01 00:00:00+00:00,8,-137,
2371,2016-12-01 00:00:00+00:00,8,296,
2371,2017-12-01 00:00:00+00:00,8,458,
2371,2018-12-01 00:00:00+00:00,9,-254,
2371,2019-12-01 00:00:00+00:00,9,-149,
2371,2020-12-01 00:00:00+00:00,9,-185,
2371,2021-12-01 00:00:00+00:00,9,197,
2371,2022-12-01 00:00:00+00:00,9,322,
2371,2023-12-01 00:00:00+00:00,8,554,
2374,2018-12-01 00:00:00+00:00,5,448,
2374,2019-12-01 00:00:00+00:00,5,471,
2374,2020-12-01 00:00:00+00:00,6,393,
2374,2021-12-01 00:00:00+00:00,6,352,
2374,2022-12-01 00:00:00+00:00,6,483,
2374,2023-12-01 00:00:00+00:00,6,500,
2375,2014-12-01 00:00:00+00:00,6,394,
2375,2015-12-01 00:00:00+00:00,6,342,
2375,2016-12-01 00:00:00+00:00,6,372,
2375,2017-12-01 00:00:00+00:00,6,466,
2375,2018-12-01 00:00:00+00:00,6,314,
2375,2019-12-01 00:00:00+00:00,5,521,
2375,2020-12-01 00:00:00+00:00,5,550,
2375,2021-12-01 00:00:00+00:00,5,553,
2375,2022-12-01 00:00:00+00:00,5,441,
2375,2023-12-01 00:00:00+00:00,5,415,
2375,2024-12-01 00:00:00+00:00,5,495,
2380,2014-12-01 00:00:00+00:00,6,321,
2380,2015-12-01 00:00:00+00:00,7,325,
2380,2016-12-01 00:00:00+00:00,7,267,
2380,2017-12-01 00:00:00+00:00,7,190,
2380,2018-12-01 00:00:00+00:00,8,200,
2380,2019-12-01 00:00:00+00:00,9,85,
2380,2020-12-01 00:00:00+00:00,9,142,
2380,2021-12-01 00:00:00+00:00,9,238,
2380,2022-12-01 00:00:00+00:00,9,251,
2380,2023-12-01 00:00:00+00:00,9,-22,
2380,2024-12-01 00:00:00+00:00,D,-175,
2387,2014-12-01 00:00:00+00:00,5,639,
2387,2015-12-01 00:00:00+00:00,5,645,
2387,2016-12-01 00:00:00+00:00,5,622,
2387,2017-12-01 00:00:00+00:00,5,525,
2387,2018-12-01 00:00:00+00:00,5,471,
2387,2019-12-01 00:00:00+00:00,5,464,
2387,2020-12-01 00:00:00+00:00,5,685,
2387,2021-12-01 00:00:00+00:00,5,648,
2387,2022-12-01 00:00:00+00:00,5,722,
2387,2023-12-01 00:00:00+00:00,5,695,
2388,2014-12-01 00:00:00+00:00,8,-12,
2388,2015-12-01 00:00:00+00:00,9,472,
2388,2016-12-01 00:00:00+00:00,9,398,
2388,2017-12-01 00:00:00+00:00,8,425,
2388,2018-12-01 00:00:00+00:00,8,471,
2388,2019-12-01 00:00:00+00:00,8,396,
2388,2020-12-01 00:00:00+00:00,8,349,
2388,2021-12-01 00:00:00+00:00,8,580,
2388,2022-12-01 00:00:00+00:00,7,494,
2388,2023-12-01 00:00:00+00:00,7,565,
2390,2014-12-01 00:00:00+00:00,7,207,
2390,2015-12-01 00:00:00+00:00,7,207,
2390,2016-12-01 00:00:00+00:00,7,243,
2390,2017-12-01 00:00:00+00:00,7,256,
2390,2018-12-01 00:00:00+00:00,7,259,
2390,2019-12-01 00:00:00+00:00,8,256,
2390,2020-12-01 00:00:00+00:00,8,263,
2390,2021-12-01 00:00:00+00:00,8,253,
2390,2022-12-01 00:00:00+00:00,8,272,
2390,2023-12-01 00:00:00+00:00,8,284,
2390,2024-12-01 00:00:00+00:00,8,290,
2392,2016-12-01 00:00:00+00:00,5,567,
2392,2017-12-01 00:00:00+00:00,5,600,
2392,2018-12-01 00:00:00+00:00,5,586,
2392,2019-12-01 00:00:00+00:00,5,667,
2392,2020-12-01 00:00:00+00:00,5,654,
2397,2014-12-01 00:00:00+00:00,5,609,
2397,2015-12-01 00:00:00+00:00,5,632,
2397,2016-12-01 00:00:00+00:00,5,702,
2397,2017-12-01 00:00:00+00:00,5,626,
2399,2014-12-01 00:00:00+00:00,6,411,
2399,2015-12-01 00:00:00+00:00,6,387,
2399,2016-12-01 00:00:00+00:00,6,410,
2399,2017-12-01 00:00:00+00:00,6,429,
2399,2018-12-01 00:00:00+00:00,6,399,
2399,2019-12-01 00:00:00+00:00,6,389,
2399,2020-12-01 00:00:00+00:00,6,371,
2399,2021-12-01 00:00:00+00:00,6,500,
2399,2022-12-01 00:00:00+00:00,6,379,
2399,2023-12-01 00:00:00+00:00,6,358,
2399,2024-12-01 00:00:00+00:00,6,389,
2401,2014-12-01 00:00:00+00:00,5,593,
2401,2015-12-01 00:00:00+00:00,5,632,
2401,2016-12-01 00:00:00+00:00,5,520,
2401,2017-12-01 00:00:00+00:00,5,488,
2401,2018-12-01 00:00:00+00:00,5,468,
2401,2019-12-01 00:00:00+00:00,5,487,
2401,2020-12-01 00:00:00+00:00,5,578,
2401,2021-12-01 00:00:00+00:00,5,625,
2401,2022-12-01 00:00:00+00:00,5,473,
2401,2023-12-01 00:00:00+00:00,5,380,
2402,2016-12-01 00:00:00+00:00,5,420,
2402,2017-12-01 00:00:00+00:00,5,394,
2402,2018-12-01 00:00:00+00:00,5,450,
2402,2019-12-01 00:00:00+00:00,6,485,
2402,2020-12-01 00:00:00+00:00,6,401,
2402,2021-12-01 00:00:00+00:00,6,452,
2402,2022-12-01 00:00:00+00:00,6,509,
2402,2023-12-01 00:00:00+00:00,6,560,
2402,2024-12-01 00:00:00+00:00,5,575,
2405,2014-12-01 00:00:00+00:00,5,449,
2405,2015-12-01 00:00:00+00:00,6,418,
2405,2016-12-01 00:00:00+00:00,6,386,
2405,2017-12-01 00:00:00+00:00,6,403,
2405,2018-12-01 00:00:00+00:00,6,402,
2405,2019-12-01 00:00:00+00:00,6,379,
2405,2020-12-01 00:00:00+00:00,7,358,
2405,2021-12-01 00:00:00+00:00,7,363,
2405,2022-12-01 00:00:00+00:00,7,316,
2405,2023-12-01 00:00:00+00:00,7,316,
2405,2024-12-01 00:00:00+00:00,7,306,
2406,2014-12-01 00:00:00+00:00,6,541,
2406,2015-12-01 00:00:00+00:00,6,668,
2406,2016-12-01 00:00:00+00:00,6,518,
2406,2017-12-01 00:00:00+00:00,8,-126,
2406,2018-12-01 00:00:00+00:00,9,-39,
2406,2019-12-01 00:00:00+00:00,9,72,
2406,2020-12-01 00:00:00+00:00,9,239,
2406,2021-12-01 00:00:00+00:00,8,394,
2406,2022-12-01 00:00:00+00:00,8,412,
2406,2023-12-01 00:00:00+00:00,8,273,
2406,2024-12-01 00:00:00+00:00,8,362,
2408,2014-12-01 00:00:00+00:00,6,787,
2408,2015-12-01 00:00:00+00:00,6,859,
2408,2016-12-01 00:00:00+00:00,6,751,
2408,2017-12-01 00:00:00+00:00,5,909,
2408,2018-12-01 00:00:00+00:00,5,977,
2408,2019-12-01 00:00:00+00:00,5,732,
2408,2024-12-01 00:00:00+00:00,5,452,
2409,2014-12-01 00:00:00+00:00,6,703,
2409,2015-12-01 00:00:00+00:00,6,670,
2409,2016-12-01 00:00:00+00:00,6,644,
2409,2017-12-01 00:00:00+00:00,5,826,
2409,2018-12-01 00:00:00+00:00,5,632,
2409,2019-12-01 00:00:00+00:00,6,473,
2409,2020-12-01 00:00:00+00:00,6,625,
2409,2021-12-01 00:00:00+00:00,6,961,
2409,2022-12-01 00:00:00+00:00,6,473,
2409,2023-12-01 00:00:00+00:00,6,450,
2409,2024-12-01 00:00:00+00:00,6,497,
2413,2014-12-01 00:00:00+00:00,7,347,
2413,2015-12-01 00:00:00+00:00,6,464,
2413,2016-12-01 00:00:00+00:00,6,344,
2413,2017-12-01 00:00:00+00:00,7,250,
2413,2018-12-01 00:00:00+00:00,7,260,
2413,2019-12-01 00:00:00+00:00,8,140,
2413,2020-12-01 00:00:00+00:00,8,277,
2413,2021-12-01 00:00:00+00:00,8,257,
2413,2022-12-01 00:00:00+00:00,7,372,
2413,2023-12-01 00:00:00+00:00,7,305,
2413,2024-12-01 00:00:00+00:00,8,279,
2414,2014-12-01 00:00:00+00:00,5,593,
2414,2015-12-01 00:00:00+00:00,5,571,
2414,2016-12-01 00:00:00+00:00,5,577,
2414,2017-12-01 00:00:00+00:00,5,601,
2414,2018-12-01 00:00:00+00:00,5,591,
2414,2019-12-01 00:00:00+00:00,5,596,
2414,2020-12-01 00:00:00+00:00,5,632,
2414,2021-12-01 00:00:00+00:00,5,689,
2414,2022-12-01 00:00:00+00:00,5,647,
2414,2023-12-01 00:00:00+00:00,5,637,
2414,2024-12-01 00:00:00+00:00,5,634,
2415,2014-12-01 00:00:00+00:00,7,406,
2415,2015-12-01 00:00:00+00:00,7,402,
2415,2016-12-01 00:00:00+00:00,7,528,
2415,2017-12-01 00:00:00+00:00,7,456,
2415,2018-12-01 00:00:00+00:00,7,421,
2415,2019-12-01 00:00:00+00:00,7,379,
2415,2020-12-01 00:00:00+00:00,7,407,
2415,2021-12-01 00:00:00+00:00,7,341,
2415,2022-12-01 00:00:00+00:00,7,300,
2415,2023-12-01 00:00:00+00:00,7,327,
2415,2024-12-01 00:00:00+00:00,7,412,
2417,2014-12-01 00:00:00+00:00,5,404,
2417,2015-12-01 00:00:00+00:00,6,384,
2417,2016-12-01 00:00:00+00:00,6,416,
2417,2017-12-01 00:00:00+00:00,6,388,
2417,2018-12-01 00:00:00+00:00,6,378,
2417,2019-12-01 00:00:00+00:00,6,391,
2417,2020-12-01 00:00:00+00:00,6,772,
2417,2021-12-01 00:00:00+00:00,6,477,
2417,2022-12-01 00:00:00+00:00,6,395,
2417,2023-12-01 00:00:00+00:00,7,367,
2419,2014-12-01 00:00:00+00:00,6,500,
2419,2015-12-01 00:00:00+00:00,6,567,
2419,2016-12-01 00:00:00+00:00,6,631,
2419,2017-12-01 00:00:00+00:00,6,618,
2419,2018-12-01 00:00:00+00:00,6,482,
2419,2019-12-01 00:00:00+00:00,6,592,
2419,2020-12-01 00:00:00+00:00,6,481,
2419,2021-12-01 00:00:00+00:00,6,419,
2419,2022-12-01 00:00:00+00:00,6,559,
2419,2023-12-01 00:00:00+00:00,6,442,
2420,2014-12-01 00:00:00+00:00,5,611,
2420,2015-12-01 00:00:00+00:00,5,612,
2420,2016-12-01 00:00:00+00:00,5,577,
2420,2017-12-01 00:00:00+00:00,5,535,
2420,2018-12-01 00:00:00+00:00,5,561,
2420,2019-12-01 00:00:00+00:00,5,580,
2420,2020-12-01 00:00:00+00:00,5,564,
2420,2021-12-01 00:00:00+00:00,5,571,
2420,2022-12-01 00:00:00+00:00,5,605,
2420,2023-12-01 00:00:00+00:00,5,589,
2420,2024-12-01 00:00:00+00:00,5,623,
2421,2014-12-01 00:00:00+00:00,5,578,
2421,2015-12-01 00:00:00+00:00,5,598,
2421,2016-12-01 00:00:00+00:00,5,638,
2421,2017-12-01 00:00:00+00:00,5,643,
2421,2018-12-01 00:00:00+00:00,5,614,
2421,2019-12-01 00:00:00+00:00,5,633,
2421,2020-12-01 00:00:00+00:00,5,703,
2421,2021-12-01 00:00:00+00:00,5,547,
2421,2022-12-01 00:00:00+00:00,5,693,
2421,2023-12-01 00:00:00+00:00,5,743,
2423,2014-12-01 00:00:00+00:00,5,430,
2423,2015-12-01 00:00:00+00:00,5,473,
2423,2016-12-01 00:00:00+00:00,5,489,
2423,2017-12-01 00:00:00+00:00,5,488,
2423,2018-12-01 00:00:00+00:00,5,532,
2423,2019-12-01 00:00:00+00:00,5,516,
2423,2020-12-01 00:00:00+00:00,5,462,
2423,2021-12-01 00:00:00+00:00,5,511,
2423,2022-12-01 00:00:00+00:00,5,548,
2423,2023-12-01 00:00:00+00:00,5,577,
2423,2024-12-01 00:00:00+00:00,5,537,
2424,2014-12-01 00:00:00+00:00,7,373,
2424,2015-12-01 00:00:00+00:00,7,246,
2424,2016-12-01 00:00:00+00:00,7,269,
2424,2017-12-01 00:00:00+00:00,7,370,
2424,2018-12-01 00:00:00+00:00,7,370,
2424,2019-12-01 00:00:00+00:00,8,79,
2424,2020-12-01 00:00:00+00:00,9,-331,
2424,2021-12-01 00:00:00+00:00,9,-58,
2424,2022-12-01 00:00:00+00:00,9,101,
2424,2023-12-01 00:00:00+00:00,9,50,
2424,2024-12-01 00:00:00+00:00,9,132,
2425,2014-12-01 00:00:00+00:00,5,619,
2425,2015-12-01 00:00:00+00:00,5,555,
2425,2016-12-01 00:00:00+00:00,5,492,
2425,2017-12-01 00:00:00+00:00,5,438,
2425,2018-12-01 00:00:00+00:00,5,607,
2425,2019-12-01 00:00:00+00:00,5,508,
2425,2020-12-01 00:00:00+00:00,5,542,
2425,2021-12-01 00:00:00+00:00,5,594,
2425,2022-12-01 00:00:00+00:00,5,632,
2425,2023-12-01 00:00:00+00:00,5,563,
2426,2014-12-01 00:00:00+00:00,7,555,
2426,2015-12-01 00:00:00+00:00,7,541,
2426,2016-12-01 00:00:00+00:00,7,504,
2426,2017-12-01 00:00:00+00:00,7,448,
2426,2018-12-01 00:00:00+00:00,7,378,
2426,2019-12-01 00:00:00+00:00,7,354,
2426,2020-12-01 00:00:00+00:00,7,347,
2426,2021-12-01 00:00:00+00:00,6,460,
2426,2022-12-01 00:00:00+00:00,6,387,
2426,2023-12-01 00:00:00+00:00,6,319,
2426,2024-12-01 00:00:00+00:00,6,346,
2427,2014-12-01 00:00:00+00:00,7,276,
2427,2015-12-01 00:00:00+00:00,7,261,
2427,2016-12-01 00:00:00+00:00,7,268,
2427,2017-12-01 00:00:00+00:00,7,266,
2427,2018-12-01 00:00:00+00:00,7,300,
2427,2019-12-01 00:00:00+00:00,7,284,
2427,2020-12-01 00:00:00+00:00,7,310,
2427,2021-12-01 00:00:00+00:00,7,320,
2427,2022-12-01 00:00:00+00:00,7,343,
2427,2023-12-01 00:00:00+00:00,7,400,
2427,2024-12-01 00:00:00+00:00,7,381,
2429,2014-12-01 00:00:00+00:00,9,198,
2429,2015-12-01 00:00:00+00:00,9,287,
2429,2016-12-01 00:00:00+00:00,9,209,
2429,2017-12-01 00:00:00+00:00,9,122,
2429,2018-12-01 00:00:00+00:00,9,169,
2429,2019-12-01 00:00:00+00:00,9,160,
2429,2020-12-01 00:00:00+00:00,9,98,
2429,2021-12-01 00:00:00+00:00,9,237,
2429,2022-12-01 00:00:00+00:00,9,158,
2429,2023-12-01 00:00:00+00:00,9,194,
2429,2024-12-01 00:00:00+00:00,9,244,
2431,2014-12-01 00:00:00+00:00,6,449,
2431,2015-12-01 00:00:00+00:00,6,421,
2431,2016-12-01 00:00:00+00:00,6,453,
2431,2017-12-01 00:00:00+00:00,6,402,
2431,2018-12-01 00:00:00+00:00,6,345,
2431,2019-12-01 00:00:00+00:00,6,394,
2431,2020-12-01 00:00:00+00:00,6,382,
2431,2021-12-01 00:00:00+00:00,6,373,
2431,2022-12-01 00:00:00+00:00,6,356,
2431,2023-12-01 00:00:00+00:00,6,364,
2431,2024-12-01 00:00:00+00:00,6,335,
2433,2014-12-01 00:00:00+00:00,6,569,
2433,2015-12-01 00:00:00+00:00,6,597,
2433,2016-12-01 00:00:00+00:00,6,570,
2433,2017-12-01 00:00:00+00:00,5,597,
2433,2018-12-01 00:00:00+00:00,5,620,
2433,2019-12-01 00:00:00+00:00,5,665,
2433,2020-12-01 00:00:00+00:00,5,657,
2433,2021-12-01 00:00:00+00:00,5,652,
2433,2022-12-01 00:00:00+00:00,5,654,
