coid,mdate,tcri,scr,xcdt
2433,2023-12-01 00:00:00+00:00,5,651,
2433,2024-12-01 00:00:00+00:00,5,649,
2434,2014-12-01 00:00:00+00:00,8,189,
2434,2015-12-01 00:00:00+00:00,8,169,
2434,2016-12-01 00:00:00+00:00,9,175,
2434,2017-12-01 00:00:00+00:00,9,130,
2434,2018-12-01 00:00:00+00:00,9,11,
2434,2019-12-01 00:00:00+00:00,9,-257,
2434,2020-12-01 00:00:00+00:00,9,256,
2434,2021-12-01 00:00:00+00:00,8,336,
2434,2022-12-01 00:00:00+00:00,8,269,
2434,2023-12-01 00:00:00+00:00,8,187,
2434,2024-12-01 00:00:00+00:00,8,143,
2436,2014-12-01 00:00:00+00:00,5,366,
2436,2015-12-01 00:00:00+00:00,5,366,
2436,2016-12-01 00:00:00+00:00,5,426,
2436,2017-12-01 00:00:00+00:00,5,408,
2436,2018-12-01 00:00:00+00:00,5,517,
2436,2019-12-01 00:00:00+00:00,5,403,
2436,2020-12-01 00:00:00+00:00,5,440,
2436,2021-12-01 00:00:00+00:00,5,568,
2436,2022-12-01 00:00:00+00:00,5,474,
2436,2023-12-01 00:00:00+00:00,5,367,
2436,2024-12-01 00:00:00+00:00,5,442,
2438,2014-12-01 00:00:00+00:00,8,505,
2438,2015-12-01 00:00:00+00:00,8,564,
2438,2016-12-01 00:00:00+00:00,8,435,
2438,2017-12-01 00:00:00+00:00,8,429,
2438,2018-12-01 00:00:00+00:00,8,541,
2438,2019-12-01 00:00:00+00:00,8,451,
2438,2020-12-01 00:00:00+00:00,8,377,
2438,2021-12-01 00:00:00+00:00,8,414,
2438,2022-12-01 00:00:00+00:00,8,381,
2438,2023-12-01 00:00:00+00:00,8,155,
2438,2024-12-01 00:00:00+00:00,8,210,
2440,2014-12-01 00:00:00+00:00,8,320,
2440,2015-12-01 00:00:00+00:00,8,329,
2440,2016-12-01 00:00:00+00:00,8,329,
2440,2017-12-01 00:00:00+00:00,8,406,
2440,2018-12-01 00:00:00+00:00,8,276,
2440,2019-12-01 00:00:00+00:00,8,285,
2440,2020-12-01 00:00:00+00:00,8,445,
2440,2021-12-01 00:00:00+00:00,7,477,
2440,2022-12-01 00:00:00+00:00,7,411,
2440,2023-12-01 00:00:00+00:00,7,354,
2440,2024-12-01 00:00:00+00:00,7,370,
2442,2014-12-01 00:00:00+00:00,7,175,
2442,2015-12-01 00:00:00+00:00,7,235,
2442,2016-12-01 00:00:00+00:00,7,237,
2442,2017-12-01 00:00:00+00:00,7,203,
2442,2018-12-01 00:00:00+00:00,7,746,
2442,2019-12-01 00:00:00+00:00,7,295,
2442,2020-12-01 00:00:00+00:00,7,254,
2442,2021-12-01 00:00:00+00:00,7,249,
2442,2022-12-01 00:00:00+00:00,7,-91,
2442,2023-12-01 00:00:00+00:00,7,226,
2442,2024-12-01 00:00:00+00:00,7,-236,
2444,2014-12-01 00:00:00+00:00,8,404,
2444,2015-12-01 00:00:00+00:00,8,387,
2444,2016-12-01 00:00:00+00:00,8,463,
2444,2017-12-01 00:00:00+00:00,8,402,
2444,2018-12-01 00:00:00+00:00,8,326,
2444,2019-12-01 00:00:00+00:00,8,251,
2444,2020-12-01 00:00:00+00:00,9,198,
2444,2021-12-01 00:00:00+00:00,9,247,
2444,2022-12-01 00:00:00+00:00,9,391,
2444,2023-12-01 00:00:00+00:00,9,401,
2444,2024-12-01 00:00:00+00:00,9,355,
2453,2014-12-01 00:00:00+00:00,6,455,
2453,2015-12-01 00:00:00+00:00,6,426,
2453,2016-12-01 00:00:00+00:00,6,419,
2453,2017-12-01 00:00:00+00:00,6,445,
2453,2018-12-01 00:00:00+00:00,6,436,
2453,2019-12-01 00:00:00+00:00,6,452,
2453,2020-12-01 00:00:00+00:00,6,486,
2453,2021-12-01 00:00:00+00:00,6,533,
2453,2022-12-01 00:00:00+00:00,6,529,
2453,2023-12-01 00:00:00+00:00,5,555,
2453,2024-12-01 00:00:00+00:00,5,564,
2455,2014-12-01 00:00:00+00:00,5,654,
2455,2015-12-01 00:00:00+00:00,5,696,
2455,2016-12-01 00:00:00+00:00,5,674,
2455,2017-12-01 00:00:00+00:00,5,653,
2455,2018-12-01 00:00:00+00:00,5,612,
2455,2019-12-01 00:00:00+00:00,5,676,
2455,2020-12-01 00:00:00+00:00,5,689,
2455,2021-12-01 00:00:00+00:00,5,770,
2455,2022-12-01 00:00:00+00:00,5,665,
2455,2023-12-01 00:00:00+00:00,5,623,
2455,2024-12-01 00:00:00+00:00,5,706,
2457,2014-12-01 00:00:00+00:00,5,522,
2457,2015-12-01 00:00:00+00:00,6,413,
2457,2016-12-01 00:00:00+00:00,6,396,
2457,2017-12-01 00:00:00+00:00,6,461,
2457,2018-12-01 00:00:00+00:00,6,434,
2457,2019-12-01 00:00:00+00:00,6,497,
2457,2020-12-01 00:00:00+00:00,6,407,
2457,2021-12-01 00:00:00+00:00,6,408,
2457,2022-12-01 00:00:00+00:00,6,465,
2457,2023-12-01 00:00:00+00:00,5,554,
2457,2024-12-01 00:00:00+00:00,5,498,
2459,2014-12-01 00:00:00+00:00,5,641,
2459,2015-12-01 00:00:00+00:00,5,617,
2459,2016-12-01 00:00:00+00:00,5,623,
2459,2017-12-01 00:00:00+00:00,5,634,
2460,2014-12-01 00:00:00+00:00,5,407,
2460,2015-12-01 00:00:00+00:00,6,364,
2460,2016-12-01 00:00:00+00:00,6,324,
2460,2017-12-01 00:00:00+00:00,6,285,
2460,2018-12-01 00:00:00+00:00,6,299,
2460,2019-12-01 00:00:00+00:00,7,211,
2460,2020-12-01 00:00:00+00:00,7,273,
2460,2021-12-01 00:00:00+00:00,7,440,
2460,2022-12-01 00:00:00+00:00,7,273,
2460,2023-12-01 00:00:00+00:00,7,158,
2460,2024-12-01 00:00:00+00:00,8,144,
2461,2014-12-01 00:00:00+00:00,6,493,
2461,2015-12-01 00:00:00+00:00,6,460,
2461,2016-12-01 00:00:00+00:00,6,463,
2461,2017-12-01 00:00:00+00:00,6,503,
2461,2018-12-01 00:00:00+00:00,6,395,
2461,2019-12-01 00:00:00+00:00,6,370,
2461,2020-12-01 00:00:00+00:00,6,469,
2461,2021-12-01 00:00:00+00:00,6,460,
2461,2022-12-01 00:00:00+00:00,6,453,
2461,2023-12-01 00:00:00+00:00,6,368,
2461,2024-12-01 00:00:00+00:00,6,394,
2462,2014-12-01 00:00:00+00:00,5,449,
2462,2015-12-01 00:00:00+00:00,5,458,
2462,2016-12-01 00:00:00+00:00,5,454,
2462,2017-12-01 00:00:00+00:00,5,350,
2462,2018-12-01 00:00:00+00:00,6,341,
2462,2019-12-01 00:00:00+00:00,6,386,
2462,2020-12-01 00:00:00+00:00,6,356,
2462,2021-12-01 00:00:00+00:00,6,301,
2462,2022-12-01 00:00:00+00:00,6,407,
2462,2023-12-01 00:00:00+00:00,6,492,
2462,2024-12-01 00:00:00+00:00,6,408,
2464,2014-12-01 00:00:00+00:00,5,483,
2464,2015-12-01 00:00:00+00:00,5,511,
2464,2016-12-01 00:00:00+00:00,5,472,
2464,2017-12-01 00:00:00+00:00,5,506,
2464,2018-12-01 00:00:00+00:00,5,627,
2464,2019-12-01 00:00:00+00:00,5,565,
2464,2020-12-01 00:00:00+00:00,5,511,
2464,2021-12-01 00:00:00+00:00,5,507,
2464,2022-12-01 00:00:00+00:00,5,421,
2464,2023-12-01 00:00:00+00:00,6,261,
2464,2024-12-01 00:00:00+00:00,6,314,
2465,2014-12-01 00:00:00+00:00,8,160,
2465,2015-12-01 00:00:00+00:00,8,256,
2465,2016-12-01 00:00:00+00:00,8,71,
2465,2017-12-01 00:00:00+00:00,8,208,
2465,2018-12-01 00:00:00+00:00,8,138,
2465,2019-12-01 00:00:00+00:00,9,45,
2465,2020-12-01 00:00:00+00:00,9,293,
2465,2021-12-01 00:00:00+00:00,9,742,
2465,2022-12-01 00:00:00+00:00,9,31,
2465,2023-12-01 00:00:00+00:00,8,263,
2466,2014-12-01 00:00:00+00:00,8,170,
2466,2015-12-01 00:00:00+00:00,8,201,
2466,2016-12-01 00:00:00+00:00,8,314,
2466,2017-12-01 00:00:00+00:00,8,247,
2466,2018-12-01 00:00:00+00:00,8,208,
2466,2019-12-01 00:00:00+00:00,8,269,
2466,2020-12-01 00:00:00+00:00,9,178,
2466,2021-12-01 00:00:00+00:00,9,153,
2466,2022-12-01 00:00:00+00:00,8,185,
2466,2023-12-01 00:00:00+00:00,8,42,
2466,2024-12-01 00:00:00+00:00,9,9,
2467,2014-12-01 00:00:00+00:00,6,427,
2467,2015-12-01 00:00:00+00:00,6,251,
2467,2016-12-01 00:00:00+00:00,6,442,
2467,2017-12-01 00:00:00+00:00,5,554,
2467,2018-12-01 00:00:00+00:00,5,592,
2467,2019-12-01 00:00:00+00:00,5,480,
2467,2020-12-01 00:00:00+00:00,5,503,
2467,2021-12-01 00:00:00+00:00,5,620,
2467,2022-12-01 00:00:00+00:00,5,616,
2467,2023-12-01 00:00:00+00:00,5,505,
2467,2024-12-01 00:00:00+00:00,5,573,
2468,2014-12-01 00:00:00+00:00,6,414,
2468,2015-12-01 00:00:00+00:00,6,437,
2468,2016-12-01 00:00:00+00:00,6,410,
2468,2017-12-01 00:00:00+00:00,6,388,
2468,2018-12-01 00:00:00+00:00,6,390,
2468,2019-12-01 00:00:00+00:00,6,384,
2468,2020-12-01 00:00:00+00:00,6,370,
2468,2021-12-01 00:00:00+00:00,7,392,
2468,2022-12-01 00:00:00+00:00,7,351,
2468,2023-12-01 00:00:00+00:00,7,425,
2468,2024-12-01 00:00:00+00:00,7,415,
2471,2014-12-01 00:00:00+00:00,6,499,
2471,2015-12-01 00:00:00+00:00,6,432,
2471,2016-12-01 00:00:00+00:00,6,450,
2471,2017-12-01 00:00:00+00:00,6,461,
2471,2018-12-01 00:00:00+00:00,6,496,
2471,2019-12-01 00:00:00+00:00,6,558,
2471,2020-12-01 00:00:00+00:00,6,565,
2471,2021-12-01 00:00:00+00:00,6,593,
2471,2022-12-01 00:00:00+00:00,6,600,
2471,2023-12-01 00:00:00+00:00,6,572,
2471,2024-12-01 00:00:00+00:00,6,606,
2472,2014-12-01 00:00:00+00:00,5,597,
2472,2015-12-01 00:00:00+00:00,5,569,
2472,2016-12-01 00:00:00+00:00,5,564,
2472,2017-12-01 00:00:00+00:00,5,586,
2472,2018-12-01 00:00:00+00:00,5,626,
2472,2019-12-01 00:00:00+00:00,5,582,
2477,2014-12-01 00:00:00+00:00,6,400,
2477,2015-12-01 00:00:00+00:00,6,535,
2477,2016-12-01 00:00:00+00:00,6,574,
2477,2017-12-01 00:00:00+00:00,6,589,
2477,2018-12-01 00:00:00+00:00,6,495,
2477,2019-12-01 00:00:00+00:00,6,593,
2477,2020-12-01 00:00:00+00:00,6,470,
2477,2021-12-01 00:00:00+00:00,6,304,
2477,2022-12-01 00:00:00+00:00,6,448,
2477,2023-12-01 00:00:00+00:00,6,390,
2477,2024-12-01 00:00:00+00:00,6,482,
2478,2014-12-01 00:00:00+00:00,6,412,
2478,2015-12-01 00:00:00+00:00,6,476,
2478,2016-12-01 00:00:00+00:00,6,437,
2478,2017-12-01 00:00:00+00:00,6,417,
2478,2018-12-01 00:00:00+00:00,5,726,
2478,2019-12-01 00:00:00+00:00,5,486,
2481,2014-12-01 00:00:00+00:00,7,488,
2481,2015-12-01 00:00:00+00:00,7,520,
2481,2016-12-01 00:00:00+00:00,6,553,
2481,2017-12-01 00:00:00+00:00,6,540,
2481,2018-12-01 00:00:00+00:00,6,584,
2481,2019-12-01 00:00:00+00:00,6,501,
2481,2020-12-01 00:00:00+00:00,5,595,
2481,2021-12-01 00:00:00+00:00,5,738,
2481,2022-12-01 00:00:00+00:00,5,638,
2481,2023-12-01 00:00:00+00:00,5,570,
2481,2024-12-01 00:00:00+00:00,5,568,
2482,2014-12-01 00:00:00+00:00,6,307,
2482,2015-12-01 00:00:00+00:00,6,390,
2482,2016-12-01 00:00:00+00:00,6,356,
2482,2017-12-01 00:00:00+00:00,7,305,
2482,2018-12-01 00:00:00+00:00,7,338,
2482,2019-12-01 00:00:00+00:00,7,335,
2482,2020-12-01 00:00:00+00:00,7,284,
2482,2021-12-01 00:00:00+00:00,7,334,
2482,2022-12-01 00:00:00+00:00,7,569,
2482,2023-12-01 00:00:00+00:00,7,575,
2482,2024-12-01 00:00:00+00:00,7,294,
2483,2014-12-01 00:00:00+00:00,6,490,
2483,2015-12-01 00:00:00+00:00,6,475,
2483,2016-12-01 00:00:00+00:00,6,519,
2483,2017-12-01 00:00:00+00:00,6,477,
2483,2018-12-01 00:00:00+00:00,6,429,
2483,2019-12-01 00:00:00+00:00,6,361,
2483,2020-12-01 00:00:00+00:00,6,371,
2483,2021-12-01 00:00:00+00:00,6,388,
2483,2022-12-01 00:00:00+00:00,6,431,
2483,2023-12-01 00:00:00+00:00,6,341,
2483,2024-12-01 00:00:00+00:00,6,339,
2484,2014-12-01 00:00:00+00:00,6,547,
2484,2015-12-01 00:00:00+00:00,6,522,
2484,2016-12-01 00:00:00+00:00,6,523,
2484,2017-12-01 00:00:00+00:00,6,480,
2484,2018-12-01 00:00:00+00:00,6,517,
2484,2019-12-01 00:00:00+00:00,6,428,
2484,2020-12-01 00:00:00+00:00,6,448,
2484,2021-12-01 00:00:00+00:00,6,580,
2484,2022-12-01 00:00:00+00:00,5,638,
2484,2023-12-01 00:00:00+00:00,5,458,
2484,2024-12-01 00:00:00+00:00,5,368,
2485,2018-12-01 00:00:00+00:00,5,438,
2485,2019-12-01 00:00:00+00:00,5,438,
2485,2020-12-01 00:00:00+00:00,6,454,
2485,2021-12-01 00:00:00+00:00,6,378,
2485,2022-12-01 00:00:00+00:00,6,364,
2485,2023-12-01 00:00:00+00:00,6,392,
2485,2024-12-01 00:00:00+00:00,7,270,
2486,2014-12-01 00:00:00+00:00,6,509,
2486,2015-12-01 00:00:00+00:00,6,388,
2486,2016-12-01 00:00:00+00:00,6,405,
2486,2017-12-01 00:00:00+00:00,6,343,
2486,2018-12-01 00:00:00+00:00,7,326,
2486,2019-12-01 00:00:00+00:00,7,305,
2486,2020-12-01 00:00:00+00:00,7,358,
2486,2021-12-01 00:00:00+00:00,7,536,
2486,2022-12-01 00:00:00+00:00,7,422,
2486,2023-12-01 00:00:00+00:00,6,381,
2488,2014-12-01 00:00:00+00:00,6,553,
2488,2015-12-01 00:00:00+00:00,6,604,
2488,2016-12-01 00:00:00+00:00,5,732,
2488,2017-12-01 00:00:00+00:00,5,560,
2488,2018-12-01 00:00:00+00:00,5,628,
2488,2019-12-01 00:00:00+00:00,5,609,
2488,2020-12-01 00:00:00+00:00,5,502,
2488,2021-12-01 00:00:00+00:00,5,460,
2488,2022-12-01 00:00:00+00:00,5,624,
2488,2023-12-01 00:00:00+00:00,5,638,
2488,2024-12-01 00:00:00+00:00,5,653,
2489,2017-12-01 00:00:00+00:00,5,519,
2489,2018-12-01 00:00:00+00:00,5,559,
2489,2019-12-01 00:00:00+00:00,5,525,
2489,2020-12-01 00:00:00+00:00,5,506,
2489,2021-12-01 00:00:00+00:00,5,494,
2489,2022-12-01 00:00:00+00:00,5,632,
2489,2023-12-01 00:00:00+00:00,5,564,
2491,2014-12-01 00:00:00+00:00,D,-259,
2491,2015-12-01 00:00:00+00:00,D,-139,
2491,2016-12-01 00:00:00+00:00,D,-147,
2491,2017-12-01 00:00:00+00:00,D,6,
2491,2018-12-01 00:00:00+00:00,D,-91,
2491,2019-12-01 00:00:00+00:00,9,196,
2491,2020-12-01 00:00:00+00:00,9,335,
2491,2021-12-01 00:00:00+00:00,9,315,
2491,2022-12-01 00:00:00+00:00,9,87,
2491,2023-12-01 00:00:00+00:00,9,257,
2491,2024-12-01 00:00:00+00:00,9,260,
2492,2014-12-01 00:00:00+00:00,5,558,
2493,2014-12-01 00:00:00+00:00,6,566,
2493,2015-12-01 00:00:00+00:00,6,511,
2493,2016-12-01 00:00:00+00:00,6,546,
2493,2017-12-01 00:00:00+00:00,6,497,
2493,2018-12-01 00:00:00+00:00,6,563,
2493,2019-12-01 00:00:00+00:00,6,508,
2493,2020-12-01 00:00:00+00:00,6,524,
2493,2021-12-01 00:00:00+00:00,5,538,
2493,2022-12-01 00:00:00+00:00,5,643,
2493,2023-12-01 00:00:00+00:00,5,648,
2493,2024-12-01 00:00:00+00:00,5,686,
2495,2018-12-01 00:00:00+00:00,5,355,
2495,2019-12-01 00:00:00+00:00,5,330,
2495,2020-12-01 00:00:00+00:00,5,291,
2495,2021-12-01 00:00:00+00:00,5,341,
2495,2022-12-01 00:00:00+00:00,5,501,
2495,2023-12-01 00:00:00+00:00,5,474,
2496,2014-12-01 00:00:00+00:00,D,-252,
2496,2015-12-01 00:00:00+00:00,D,60,
2496,2016-12-01 00:00:00+00:00,7,401,
2496,2017-12-01 00:00:00+00:00,6,696,
2496,2018-12-01 00:00:00+00:00,6,606,
2496,2019-12-01 00:00:00+00:00,6,547,
2496,2020-12-01 00:00:00+00:00,6,533,
2496,2021-12-01 00:00:00+00:00,6,570,
2496,2022-12-01 00:00:00+00:00,6,590,
2496,2023-12-01 00:00:00+00:00,6,630,
2496,2024-12-01 00:00:00+00:00,6,652,
2497,2014-12-01 00:00:00+00:00,5,700,
2497,2015-12-01 00:00:00+00:00,5,489,
2497,2016-12-01 00:00:00+00:00,6,372,
2497,2017-12-01 00:00:00+00:00,7,331,
2497,2018-12-01 00:00:00+00:00,7,258,
2497,2019-12-01 00:00:00+00:00,7,337,
2497,2020-12-01 00:00:00+00:00,7,265,
2497,2021-12-01 00:00:00+00:00,7,342,
2497,2022-12-01 00:00:00+00:00,7,471,
2497,2023-12-01 00:00:00+00:00,7,462,
2498,2016-12-01 00:00:00+00:00,5,286,
2498,2017-12-01 00:00:00+00:00,6,191,
2498,2018-12-01 00:00:00+00:00,6,240,
2498,2019-12-01 00:00:00+00:00,7,299,
2498,2020-12-01 00:00:00+00:00,8,299,
2498,2021-12-01 00:00:00+00:00,8,304,
2498,2022-12-01 00:00:00+00:00,8,244,
2498,2023-12-01 00:00:00+00:00,8,194,
2498,2024-12-01 00:00:00+00:00,9,56,
2504,2015-12-01 00:00:00+00:00,5,462,
2504,2016-12-01 00:00:00+00:00,6,22,
2504,2017-12-01 00:00:00+00:00,6,495,
2504,2018-12-01 00:00:00+00:00,6,527,
2504,2019-12-01 00:00:00+00:00,6,530,
2504,2020-12-01 00:00:00+00:00,6,730,
2504,2021-12-01 00:00:00+00:00,6,775,
2504,2022-12-01 00:00:00+00:00,6,762,
2504,2023-12-01 00:00:00+00:00,5,793,
2504,2024-12-01 00:00:00+00:00,5,831,
2505,2014-12-01 00:00:00+00:00,7,149,
2505,2015-12-01 00:00:00+00:00,7,318,
2505,2016-12-01 00:00:00+00:00,7,111,
2505,2017-12-01 00:00:00+00:00,7,150,
2505,2018-12-01 00:00:00+00:00,7,-7,
2505,2019-12-01 00:00:00+00:00,7,69,
2505,2020-12-01 00:00:00+00:00,7,867,
2505,2021-12-01 00:00:00+00:00,7,569,
2505,2022-12-01 00:00:00+00:00,7,367,
2505,2023-12-01 00:00:00+00:00,7,45,
2505,2024-12-01 00:00:00+00:00,7,-6,
2506,2014-12-01 00:00:00+00:00,8,439,
2506,2015-12-01 00:00:00+00:00,8,176,
2506,2016-12-01 00:00:00+00:00,8,229,
2506,2017-12-01 00:00:00+00:00,8,97,
2506,2018-12-01 00:00:00+00:00,8,176,
2506,2019-12-01 00:00:00+00:00,8,10,
2506,2020-12-01 00:00:00+00:00,8,296,
2506,2021-12-01 00:00:00+00:00,8,201,
2506,2022-12-01 00:00:00+00:00,8,229,
2506,2023-12-01 00:00:00+00:00,8,261,
2506,2024-12-01 00:00:00+00:00,8,302,
2509,2014-12-01 00:00:00+00:00,5,-4,
2509,2015-12-01 00:00:00+00:00,6,652,
2509,2016-12-01 00:00:00+00:00,6,96,
2509,2017-12-01 00:00:00+00:00,6,178,
2509,2018-12-01 00:00:00+00:00,6,688,
2509,2019-12-01 00:00:00+00:00,6,495,
2509,2020-12-01 00:00:00+00:00,6,462,
2509,2021-12-01 00:00:00+00:00,6,295,
2509,2022-12-01 00:00:00+00:00,6,33,
2509,2023-12-01 00:00:00+00:00,6,-28,
2509,2024-12-01 00:00:00+00:00,6,147,
2511,2014-12-01 00:00:00+00:00,6,640,
2511,2015-12-01 00:00:00+00:00,5,666,
2511,2016-12-01 00:00:00+00:00,5,584,
2511,2017-12-01 00:00:00+00:00,5,521,
2511,2018-12-01 00:00:00+00:00,5,550,
2511,2019-12-01 00:00:00+00:00,5,552,
2511,2020-12-01 00:00:00+00:00,5,554,
2511,2021-12-01 00:00:00+00:00,5,665,
2511,2022-12-01 00:00:00+00:00,5,760,
2511,2023-12-01 00:00:00+00:00,5,610,
2511,2024-12-01 00:00:00+00:00,5,570,
2514,2014-12-01 00:00:00+00:00,6,113,
2514,2015-12-01 00:00:00+00:00,6,73,
2514,2016-12-01 00:00:00+00:00,6,157,
2514,2017-12-01 00:00:00+00:00,6,180,
2514,2018-12-01 00:00:00+00:00,7,133,
2514,2019-12-01 00:00:00+00:00,7,516,
2514,2020-12-01 00:00:00+00:00,6,553,
2514,2021-12-01 00:00:00+00:00,6,492,
2514,2022-12-01 00:00:00+00:00,6,461,
2514,2023-12-01 00:00:00+00:00,6,543,
2515,2014-12-01 00:00:00+00:00,6,488,
2515,2015-12-01 00:00:00+00:00,6,527,
2515,2016-12-01 00:00:00+00:00,6,391,
2515,2017-12-01 00:00:00+00:00,6,416,
2515,2018-12-01 00:00:00+00:00,6,418,
2515,2019-12-01 00:00:00+00:00,6,416,
2515,2020-12-01 00:00:00+00:00,6,427,
2515,2021-12-01 00:00:00+00:00,6,395,
2515,2022-12-01 00:00:00+00:00,6,589,
2515,2023-12-01 00:00:00+00:00,6,469,
2516,2014-12-01 00:00:00+00:00,6,500,
2516,2015-12-01 00:00:00+00:00,6,394,
2516,2016-12-01 00:00:00+00:00,7,275,
2516,2017-12-01 00:00:00+00:00,8,239,
2516,2018-12-01 00:00:00+00:00,8,357,
2516,2019-12-01 00:00:00+00:00,8,377,
2516,2020-12-01 00:00:00+00:00,8,198,
2516,2021-12-01 00:00:00+00:00,8,422,
2516,2022-12-01 00:00:00+00:00,8,59,
2516,2023-12-01 00:00:00+00:00,8,454,
2516,2024-12-01 00:00:00+00:00,8,481,
2520,2014-12-01 00:00:00+00:00,6,560,
2520,2015-12-01 00:00:00+00:00,6,350,
2520,2016-12-01 00:00:00+00:00,6,389,
2520,2017-12-01 00:00:00+00:00,7,152,
2520,2018-12-01 00:00:00+00:00,7,375,
2520,2019-12-01 00:00:00+00:00,7,450,
2520,2020-12-01 00:00:00+00:00,7,756,
2520,2021-12-01 00:00:00+00:00,7,812,
2520,2022-12-01 00:00:00+00:00,6,748,
2520,2023-12-01 00:00:00+00:00,5,740,
2524,2014-12-01 00:00:00+00:00,7,231,
2524,2015-12-01 00:00:00+00:00,7,36,
2524,2016-12-01 00:00:00+00:00,7,99,
2524,2017-12-01 00:00:00+00:00,7,214,
2524,2018-12-01 00:00:00+00:00,7,107,
2524,2019-12-01 00:00:00+00:00,7,334,
2524,2020-12-01 00:00:00+00:00,7,492,
2524,2021-12-01 00:00:00+00:00,7,437,
2524,2022-12-01 00:00:00+00:00,7,261,
2524,2023-12-01 00:00:00+00:00,7,158,
2524,2024-12-01 00:00:00+00:00,7,519,
2527,2014-12-01 00:00:00+00:00,7,524,
2527,2015-12-01 00:00:00+00:00,7,376,
2527,2016-12-01 00:00:00+00:00,7,-83,
2527,2017-12-01 00:00:00+00:00,7,-178,
2527,2018-12-01 00:00:00+00:00,7,251,
2527,2019-12-01 00:00:00+00:00,7,535,
2527,2020-12-01 00:00:00+00:00,7,344,
2527,2021-12-01 00:00:00+00:00,7,662,
2527,2022-12-01 00:00:00+00:00,7,102,
2527,2023-12-01 00:00:00+00:00,7,127,
2528,2014-12-01 00:00:00+00:00,9,490,
2528,2015-12-01 00:00:00+00:00,9,87,
2528,2016-12-01 00:00:00+00:00,8,93,
2528,2017-12-01 00:00:00+00:00,8,1,
2528,2018-12-01 00:00:00+00:00,8,-70,
2528,2019-12-01 00:00:00+00:00,8,-55,
2528,2020-12-01 00:00:00+00:00,8,-127,
2528,2021-12-01 00:00:00+00:00,8,107,
2528,2022-12-01 00:00:00+00:00,8,-17,
2528,2023-12-01 00:00:00+00:00,8,-92,
2528,2024-12-01 00:00:00+00:00,8,210,
2530,2014-12-01 00:00:00+00:00,6,-114,
2530,2015-12-01 00:00:00+00:00,6,644,
2530,2016-12-01 00:00:00+00:00,6,525,
2530,2017-12-01 00:00:00+00:00,7,-18,
2530,2018-12-01 00:00:00+00:00,7,288,
2530,2019-12-01 00:00:00+00:00,7,-10,
2530,2020-12-01 00:00:00+00:00,7,83,
2530,2021-12-01 00:00:00+00:00,7,1,
2530,2022-12-01 00:00:00+00:00,7,253,
2530,2023-12-01 00:00:00+00:00,7,187,
2530,2024-12-01 00:00:00+00:00,7,398,
2534,2014-12-01 00:00:00+00:00,6,-107,
2534,2015-12-01 00:00:00+00:00,6,63,
2534,2016-12-01 00:00:00+00:00,6,188,
2534,2017-12-01 00:00:00+00:00,6,469,
2534,2018-12-01 00:00:00+00:00,6,589,
2534,2019-12-01 00:00:00+00:00,6,471,
2534,2020-12-01 00:00:00+00:00,6,202,
2534,2021-12-01 00:00:00+00:00,6,282,
2534,2022-12-01 00:00:00+00:00,6,561,
2534,2023-12-01 00:00:00+00:00,6,172,
2534,2024-12-01 00:00:00+00:00,6,144,
2535,2014-12-01 00:00:00+00:00,5,440,
2535,2015-12-01 00:00:00+00:00,5,430,
2535,2016-12-01 00:00:00+00:00,5,377,
2535,2017-12-01 00:00:00+00:00,5,488,
2535,2018-12-01 00:00:00+00:00,5,539,
2535,2019-12-01 00:00:00+00:00,5,488,
2535,2020-12-01 00:00:00+00:00,5,603,
2535,2021-12-01 00:00:00+00:00,5,618,
2535,2022-12-01 00:00:00+00:00,5,648,
2535,2023-12-01 00:00:00+00:00,5,521,
2535,2024-12-01 00:00:00+00:00,5,472,
2536,2014-12-01 00:00:00+00:00,5,442,
2536,2015-12-01 00:00:00+00:00,5,506,
2536,2016-12-01 00:00:00+00:00,5,513,
2536,2017-12-01 00:00:00+00:00,5,383,
2536,2018-12-01 00:00:00+00:00,5,378,
2536,2019-12-01 00:00:00+00:00,5,321,
2536,2020-12-01 00:00:00+00:00,5,345,
2536,2021-12-01 00:00:00+00:00,5,-36,
2536,2022-12-01 00:00:00+00:00,5,-60,
2536,2023-12-01 00:00:00+00:00,6,15,
2536,2024-12-01 00:00:00+00:00,6,-60,
2537,2014-12-01 00:00:00+00:00,7,326,
2537,2015-12-01 00:00:00+00:00,7,544,
2537,2016-12-01 00:00:00+00:00,7,391,
2537,2017-12-01 00:00:00+00:00,7,-8,
2537,2018-12-01 00:00:00+00:00,7,240,
2537,2019-12-01 00:00:00+00:00,7,-24,
2537,2020-12-01 00:00:00+00:00,7,84,
2537,2021-12-01 00:00:00+00:00,7,201,
2537,2022-12-01 00:00:00+00:00,7,-104,
2537,2023-12-01 00:00:00+00:00,7,-244,
2537,2024-12-01 00:00:00+00:00,7,-19,
2538,2014-12-01 00:00:00+00:00,6,520,
2538,2015-12-01 00:00:00+00:00,6,648,
2538,2016-12-01 00:00:00+00:00,6,150,
2538,2017-12-01 00:00:00+00:00,7,66,
2538,2018-12-01 00:00:00+00:00,7,-64,
2538,2019-12-01 00:00:00+00:00,7,-125,
2538,2020-12-01 00:00:00+00:00,7,-149,
2538,2021-12-01 00:00:00+00:00,7,-205,
2538,2022-12-01 00:00:00+00:00,7,53,
2538,2023-12-01 00:00:00+00:00,8,-36,
2538,2024-12-01 00:00:00+00:00,8,18,
